         2 	0.5500
         4 	1.0600
         8 	2.2100
        16 	4.4500
        32 	9.3800
        64 	22.4600
       128 	52.8500
       256 	111.7600
       512 	267.0200
      1024 	640.0300
      2048 	1242.3100
      4096 	2720.9000
      8192 	6760.1800
     16384 	16134.1500
