         2 	0.6800
         4 	1.9100
         8 	6.8500
        16 	14.7700
        32 	44.6900
        64 	107.1600
       128 	260.9500
       256 	626.3000
       512 	1387.6700
      1024 	3372.5300
      2048 	7467.5900
      4096 	16753.1400
      8192 	36151.3000
     16384 	82567.4200
