         2 	5.8500
         4 	5.2200
         8 	12.7800
        16 	41.1400
        32 	80.0300
        64 	175.2200
       128 	379.5700
       256 	769.6300
       512 	1720.7700
      1024 	3826.5400
      2048 	8272.8700
      4096 	17084.8700
      8192 	34993.7200
     16384 	75547.7300
