         2 	15.6600
         4 	3.4400
         8 	5.9400
        16 	13.1600
        32 	30.0600
        64 	77.1900
       128 	148.4400
       256 	371.2800
       512 	725.9200
      1024 	1690.3400
      2048 	3442.9300
      4096 	7161.4600
      8192 	16113.9300
     16384 	35012.4100
