         2 	0.6200
         4 	0.8900
         8 	1.8700
        16 	3.8400
        32 	7.3000
        64 	15.8300
       128 	35.1800
       256 	76.8200
       512 	211.3900
      1024 	420.6600
      2048 	867.4800
      4096 	1863.3800
      8192 	4013.6100
     16384 	8791.7500
