         2 	1.0200
         4 	2.1900
         8 	4.0600
        16 	7.6000
        32 	16.6300
        64 	35.5800
       128 	80.3600
       256 	179.8200
       512 	400.5500
      1024 	867.1000
      2048 	1844.8400
      4096 	3898.1500
      8192 	8479.4900
     16384 	18914.4700
