         2 	0.6500
         4 	1.7200
         8 	2.7000
        16 	4.8600
        32 	10.6900
        64 	24.4700
       128 	55.8400
       256 	115.9800
       512 	267.5600
      1024 	591.2500
      2048 	1275.9200
      4096 	2713.9500
      8192 	6025.3100
     16384 	14063.2500
