         2 	0.5100
         4 	1.2200
         8 	1.7900
        16 	4.1400
        32 	8.7600
        64 	20.3600
       128 	44.2900
       256 	97.4000
       512 	215.1000
      1024 	463.9300
      2048 	1030.1000
      4096 	2181.9900
      8192 	4746.1300
     16384 	10279.0000
