         2 	1.7400
         4 	3.3100
         8 	4.2100
        16 	7.4500
        32 	14.7700
        64 	30.4400
       128 	63.0700
       256 	121.0500
       512 	242.8300
      1024 	481.3100
      2048 	969.2000
      4096 	1926.8200
      8192 	4122.6100
     16384 	8006.1600
