         2 	0.7000
         4 	1.1900
         8 	2.0900
        16 	3.9600
        32 	8.1600
        64 	26.3500
       128 	36.5700
       256 	72.6300
       512 	145.1700
      1024 	295.6800
      2048 	657.5100
      4096 	1256.4800
      8192 	2543.4200
     16384 	5120.5900
